datetime,Open,High,Low,Close,Volume
2024-06-13 16:22:00,66723.92,66739.13,66632.86,66637.14,0.34487132
2024-06-13 16:23:00,66624.87,66624.87,66582.85,66585.8,0.78424169
2024-06-13 16:24:00,66567.86,66611.74,66561.11,66611.74,0.556574
2024-06-13 16:25:00,66631.39,66662.19,66629.0,66662.19,0.16904286
2024-06-13 16:26:00,66641.72,66641.73,66546.9,66546.9,0.1169245
2024-06-13 16:27:00,66562.45,66597.54,66562.45,66589.14,0.29509776
2024-06-13 16:28:00,66590.73,66648.65,66590.73,66648.65,0.42945176
2024-06-13 16:29:00,66630.87,66655.82,66621.72,66655.82,0.10459271
2024-06-13 16:30:00,66641.85,66746.39,66641.36,66693.9,0.94360252
2024-06-13 16:31:00,66710.63,66715.39,66642.02,66642.04,0.82532405
2024-06-13 16:32:00,66635.12,66635.12,66596.24,66620.76,0.32004924
2024-06-13 16:33:00,66628.49,66657.45,66613.89,66631.53,0.24751006
2024-06-13 16:34:00,66657.69,66657.69,66566.09,66575.88,1.37788532
2024-06-13 16:35:00,66583.77,66605.0,66572.42,66597.62,0.38758924
2024-06-13 16:36:00,66599.85,66604.22,66581.3,66587.7,0.04380874
2024-06-13 16:37:00,66599.09,66615.84,66588.06,66595.95,0.09060383
2024-06-13 16:38:00,66572.3,66647.32,66572.29,66618.61,0.58328266
2024-06-13 16:39:00,66604.79,66647.23,66585.73,66646.84,0.40430984
2024-06-13 16:40:00,66641.52,66676.38,66640.18,66656.24,1.04570199
2024-06-13 16:41:00,66690.84,66709.55,66688.12,66688.12,0.16986906
2024-06-13 16:43:00,66671.15,66697.65,66662.31,66662.31,0.09045562
2024-06-13 16:45:00,66722.05,66722.36,66658.63,66661.92,1.43724506
2024-06-13 16:46:00,66666.74,66723.26,66656.13,66659.58,0.09645518
2024-06-13 16:47:00,66640.5,66683.42,66640.5,66678.29,0.413693
2024-06-13 16:49:00,66703.43,66793.07,66703.43,66793.07,1.05956686
2024-06-13 16:50:00,66798.23,66849.51,66793.58,66826.43,0.968753
2024-06-13 16:51:00,66816.66,66816.66,66770.49,66814.95,0.10935255
2024-06-13 16:53:00,66840.33,66859.81,66840.33,66854.04,0.06631357
2024-06-13 16:54:00,66860.98,66868.6,66852.76,66852.76,0.3560604
2024-06-13 16:55:00,66849.97,66866.49,66849.2,66849.2,0.1179607
2024-06-13 16:56:00,66856.19,66890.16,66856.19,66859.46,0.10151668
2024-06-13 16:57:00,66867.03,66920.97,66867.03,66913.74,0.25906463
2024-06-13 16:58:00,66903.21,66993.61,66903.21,66993.61,1.89530623
2024-06-13 16:59:00,66996.69,67006.37,66944.94,66944.94,0.53888633
2024-06-13 17:00:00,66963.06,66991.86,66963.06,66991.86,0.46890299
2024-06-13 17:01:00,66985.78,67019.2,66983.56,67018.18,0.60876752
2024-06-13 17:02:00,67030.46,67056.68,67029.73,67056.68,0.4066357
2024-06-13 17:03:00,67045.51,67045.51,66975.99,66986.83,0.2090933
2024-06-13 17:04:00,67025.22,67025.22,67025.22,67025.22,0.03731286
2024-06-13 17:05:00,67066.07,67068.57,67015.02,67015.02,0.12070489
2024-06-13 17:06:00,66978.65,66981.06,66942.99,66942.99,0.14165295
2024-06-13 17:07:00,66914.77,66914.77,66867.9,66867.9,0.09734484
2024-06-13 17:08:00,66874.25,66897.96,66874.25,66890.5,0.11738216
2024-06-13 17:09:00,66896.5,66925.9,66839.37,66839.37,0.08178912
2024-06-13 17:10:00,66836.09,66860.96,66825.87,66850.44,0.00869811
2024-06-13 17:11:00,66886.99,66935.65,66883.56,66935.65,0.05753769
2024-06-13 17:12:00,66940.84,67000.0,66940.84,66989.38,0.02949305
2024-06-13 17:13:00,66983.91,66987.88,66947.17,66955.39,0.09487442
2024-06-13 17:15:00,66941.47,66941.48,66881.89,66887.8,0.15190512
2024-06-13 17:16:00,66897.88,66908.3,66897.88,66903.99,0.04458485
2024-06-13 17:17:00,66904.92,66922.48,66892.31,66922.48,0.02160926
2024-06-13 17:19:00,66948.49,66948.49,66918.08,66921.65,0.09026683
2024-06-13 17:20:00,66927.6,66927.6,66927.6,66927.6,0.0288
2024-06-13 17:21:00,66907.92,66907.93,66839.21,66844.33,0.22007053
2024-06-13 17:22:00,66834.71,66834.71,66733.7,66742.74,0.5972454
2024-06-13 17:23:00,66766.4,66804.81,66711.0,66751.33,1.43825865
2024-06-13 17:24:00,66734.78,66742.62,66708.42,66715.25,1.1346367
2024-06-13 17:25:00,66734.33,66749.68,66734.33,66749.68,0.01512443
2024-06-13 17:26:00,66751.69,66761.69,66735.96,66759.32,0.13379717
2024-06-13 17:27:00,66788.8,66788.8,66714.01,66714.01,0.05152204
2024-06-13 17:28:00,66736.14,66766.37,66736.14,66766.37,0.1140939
2024-06-13 17:29:00,66734.27,66739.75,66719.87,66719.87,0.00278438
2024-06-13 17:30:00,66739.96,66764.07,66692.63,66699.64,0.55832974
2024-06-13 17:31:00,66677.79,66677.79,66642.54,66657.6,0.12928734
2024-06-13 17:32:00,66666.35,66729.41,66666.35,66721.98,0.15396979
2024-06-13 17:33:00,66729.41,66775.96,66723.7,66775.92,1.0604925
2024-06-13 17:34:00,66766.44,66767.42,66731.19,66767.42,2.86903724
2024-06-13 17:35:00,66766.29,66766.78,66751.69,66751.69,0.593514
2024-06-13 17:36:00,66717.36,66728.46,66676.95,66694.41,0.27626312
2024-06-13 17:37:00,66737.59,66743.93,66737.59,66743.93,0.38961242
2024-06-13 17:38:00,66755.43,66778.09,66755.43,66778.09,0.02663813
2024-06-13 17:39:00,66795.53,66842.25,66795.53,66842.25,0.13602369
2024-06-13 17:40:00,66873.45,66903.77,66873.45,66893.38,0.54951963
2024-06-13 17:41:00,66869.3,66869.52,66863.53,66863.53,0.00248127
2024-06-13 17:42:00,66862.79,66862.8,66845.87,66845.87,0.23920535
